,Track_duration,Popularity,Danceability,Energy,Key,Loudness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Year
2231,222120,32,0.258,0.501,8,-5.309,0.518,2.26e-06,0.107,0.491,186.778,2016
2232,226738,77,0.713,0.802,4,-7.055,0.0435,0.00377,0.309,0.343,100.001,2015
2233,263800,58,0.59,0.666,4,-4.047,0.156,0.0,0.136,0.0743,104.042,1999
2234,183386,0,0.496,0.957,5,-2.607,0.0789,0.0,0.106,0.467,152.099,2010
2235,191946,0,0.608,0.746,0,-8.851,0.026,2.39e-06,0.043,0.745,134.03,1978
2236,140480,46,0.486,0.951,9,-4.292,0.227,0.0,0.123,0.901,134.328,1964
2237,208106,0,0.644,0.939,11,-3.479,0.149,0.0,0.227,0.882,106.013,2007
2238,186661,86,0.847,0.69,1,-7.877,0.0127,6e-05,0.0526,0.692,125.004,2022
2239,140400,55,0.671,0.725,2,-10.065,0.296,0.00022,0.0889,0.956,85.27,1964
2240,211933,76,0.671,0.153,0,-13.569,0.912,5.53e-05,0.0771,0.658,85.6,2001
2241,176000,0,0.58,0.609,2,-6.921,0.352,0.000423,0.11,0.504,152.852,2006
2242,331333,75,0.715,0.689,2,-8.065,0.0143,0.000192,0.111,0.852,111.504,1978
2243,221013,76,0.748,0.749,8,-5.916,0.142,0.0,0.0713,0.659,90.09,2017
2244,140525,7,0.7,0.722,7,-3.558,0.221,0.0,0.272,0.756,90.989,2020
2245,259000,0,0.516,0.844,7,-4.378,0.161,0.0,0.323,0.736,150.133,2007
2246,193143,0,0.905,0.389,8,-14.505,0.74,0.162,0.106,0.196,120.046,2019
2247,318853,0,0.548,0.877,7,-4.458,0.0437,1.3e-05,0.0921,0.466,148.799,1973
2248,289026,8,0.558,0.524,2,-11.626,0.321,0.000952,0.94,0.636,93.654,1992
2249,185733,46,0.633,0.655,7,-11.514,0.617,2.79e-06,0.113,0.967,146.868,1972
2250,243186,0,0.613,0.905,9,-3.865,0.00547,0.0,0.0634,0.474,124.985,2011
2251,153053,0,0.575,0.823,5,-3.546,0.00363,0.000321,0.65,0.952,191.971,2005
2252,323266,57,0.546,0.781,11,-9.439,0.22,1.51e-05,0.363,0.539,95.032,1992
2253,250880,29,0.568,0.814,7,-5.078,0.0382,0.0,0.402,0.462,144.956,2013
2254,256389,58,0.516,0.566,7,-8.339,0.0523,0.000949,0.11,0.175,126.819,2013
2255,233712,90,0.825,0.652,1,-3.183,0.581,0.0,0.0931,0.931,95.977,2017
2256,204043,66,0.916,0.552,3,-5.051,0.344,0.000722,0.0566,0.349,118.981,2021
2257,269760,74,0.552,0.552,11,-9.736,0.052,0.0,0.046,0.593,208.571,1984
2258,151666,0,0.663,0.6,7,-10.87,0.43,0.0,0.184,0.8,129.991,1967
2259,169866,36,0.344,0.745,8,-6.901,0.197,0.0,0.628,0.832,172.124,2005
2260,265840,60,0.496,0.566,0,-13.749,0.0824,0.0,0.13,0.672,89.913,1985
2261,219493,0,0.727,0.938,11,-2.872,0.00432,0.0,0.0911,0.757,132.077,2012
2262,240182,0,0.768,0.678,9,-9.091,0.061,1.9e-05,0.154,0.866,107.803,1975
2263,213693,58,0.448,0.824,5,-4.249,0.0739,0.0,0.113,0.419,119.965,2020
2264,185866,41,0.502,0.965,10,-2.946,0.053,0.0,0.34,0.962,192.811,2010
2265,383600,0,0.578,0.889,9,-7.27,0.00159,0.000198,0.121,0.799,142.866,1993
2266,190306,79,0.789,0.711,2,-4.248,0.0332,0.0,0.0876,0.753,112.985,2020
2267,168042,31,0.437,0.812,10,-6.629,0.817,0.0,0.25,0.809,167.109,1997
2268,271533,60,0.623,0.628,5,-10.253,0.0153,0.0229,0.244,0.93,156.292,1986
2269,317026,0,0.337,0.365,0,-15.091,0.0788,3.84e-05,0.202,0.497,136.264,1969
2270,174586,15,0.364,0.433,10,-5.381,0.554,0.0,0.131,0.222,123.978,2013
2271,202906,56,0.587,0.786,10,-6.553,0.1,3.24e-05,0.0808,0.486,129.88,2004
2272,287506,60,0.665,0.292,9,-18.086,0.686,0.0128,0.0679,0.345,112.331,1989
2273,183680,0,0.599,0.548,9,-5.911,0.505,0.0,0.0898,0.518,121.163,2014
2274,311106,81,0.217,0.905,2,-4.103,0.000289,0.00011,0.222,0.236,96.95,2006
2275,291880,45,0.618,0.688,5,-5.867,0.409,6.32e-06,0.3,0.561,78.311,2001
2276,172640,25,0.55,0.332,4,-12.365,0.572,0.0,0.719,0.499,108.731,1992
2277,201919,33,0.498,0.694,0,-3.745,0.0333,0.0,0.0831,0.776,199.968,2019
2278,194898,66,0.647,0.754,10,-5.446,0.015,0.0,0.0684,0.755,97.005,2018
2279,217133,0,0.633,0.792,1,-6.968,0.185,0.000185,0.152,0.918,175.795,1999
2280,204640,80,0.72,0.672,7,-6.852,0.009,0.0,0.232,0.705,124.986,2009
2281,230480,82,0.545,0.64,4,-9.937,0.00249,0.0304,0.196,0.606,80.544,1973
2282,212459,77,0.707,0.629,0,-4.581,0.259,1.6e-05,0.138,0.457,122.863,2017
2283,141329,61,0.742,0.663,10,-5.06,0.154,0.0,0.197,0.913,113.005,1967
2284,191320,68,0.653,0.711,9,-6.454,0.109,0.0,0.443,0.769,160.048,2011
2285,234360,72,0.709,0.745,4,-6.437,0.0225,5.2e-05,0.154,0.576,126.027,2008
2286,167373,21,0.535,0.786,7,-8.163,0.244,1.2e-06,0.0935,0.951,91.152,2020
2287,287106,0,0.744,0.945,7,-3.266,0.0512,1.32e-06,0.0435,0.961,113.882,1987
2288,301400,0,0.667,0.775,7,-6.842,0.355,0.000212,0.0863,0.841,136.91,2008
2289,217288,78,0.704,0.859,5,-4.877,0.0185,0.0,0.0215,0.926,105.115,2017
2290,288293,80,0.802,0.756,2,-10.791,0.0843,0.00765,0.0521,0.963,131.715,1979
2291,330643,75,0.787,0.472,2,-12.824,0.221,0.000336,0.153,0.824,120.059,1970
2292,222091,81,0.704,0.558,2,-7.273,0.148,0.0,0.107,0.245,110.444,2010
2293,237893,58,0.804,0.672,11,-4.614,0.256,1.02e-05,0.0906,0.778,111.023,2019
2294,218733,0,0.832,0.838,1,-5.414,0.0791,0.0,0.152,0.965,100.019,1996
2295,210360,49,0.551,0.794,4,-4.863,0.00119,0.0,0.112,0.334,135.947,2009
2296,195428,76,0.799,0.66,1,-6.153,0.256,0.0,0.111,0.471,140.04,2020
2297,131064,77,0.71,0.789,4,-3.874,0.0161,2.77e-06,0.451,0.717,142.929,2018
2298,249866,47,0.375,0.536,8,-6.648,0.363,0.000147,0.453,0.807,78.239,2002
2299,248746,19,0.596,0.524,1,-5.218,0.0404,1.14e-05,0.0707,0.348,120.017,2009
2300,253000,64,0.807,0.741,1,-4.472,0.0135,0.0316,0.06,0.558,108.989,1997
2301,233413,0,0.643,0.765,2,-8.602,0.00157,0.00977,0.169,0.868,137.979,1973
2302,345600,71,0.651,0.402,11,-9.303,0.639,7.73e-05,0.0765,0.258,119.873,1995
2303,228573,69,0.872,0.715,11,-10.182,0.0876,0.0706,0.177,0.967,133.225,2001
2304,281560,45,0.209,0.872,9,-2.996,0.217,0.0,0.0768,0.294,78.139,2009
2305,348466,0,0.439,0.746,4,-8.159,0.0569,0.0,0.097,0.568,174.403,1991
2306,245701,58,0.545,0.812,9,-5.672,0.028,0.00111,0.0749,0.785,159.69,2013
2307,214573,66,0.694,0.891,9,-2.94,0.0562,0.0,0.561,0.563,97.939,2012
2308,204000,0,0.487,0.9,0,-4.417,6.79e-05,0.0,0.358,0.484,149.937,2002
2309,216933,79,0.451,0.97,0,-4.938,0.0264,0.00355,0.102,0.198,122.444,2002
2310,254026,0,0.724,0.684,9,-12.361,0.0234,0.000599,0.153,0.812,104.318,1984
2311,183750,0,0.808,0.915,0,-3.277,0.0136,9.03e-06,0.0788,0.647,127.984,2014
2312,190773,0,0.584,0.751,11,-7.129,0.0658,0.00253,0.363,0.201,139.935,2002
2313,205653,0,0.821,0.699,2,-4.639,0.000993,8.8e-05,0.165,0.35,118.033,2009
2314,156293,55,0.596,0.589,0,-8.747,0.551,0.0,0.0897,0.587,75.288,1974
2315,148386,3,0.569,0.785,1,-4.057,0.0505,1.12e-06,0.086,0.303,128.031,2013
2316,267933,0,0.62,0.613,4,-15.542,0.211,0.0379,0.112,0.795,110.262,1991
2317,174186,72,0.506,0.764,0,-12.239,0.144,0.00025,0.247,0.868,156.336,1987
2318,302920,8,0.781,0.847,0,-5.327,0.0288,5.78e-05,0.277,0.65,127.992,2013
2319,226781,0,0.639,0.569,0,-7.236,0.0581,0.000169,0.108,0.616,142.967,2020
2320,287733,79,0.712,0.967,7,-5.206,0.0771,0.0,0.356,0.895,145.024,1989
2321,226480,40,0.539,0.955,7,-3.997,0.0894,3.31e-05,0.0873,0.502,129.875,1987
2322,222426,76,0.797,0.872,9,-6.727,0.291,0.0,0.284,0.866,129.885,1982
2323,174773,0,0.495,0.417,7,-9.993,0.668,6.18e-06,0.0644,0.603,119.862,1984
2324,173630,0,0.698,0.876,3,-4.45,0.452,0.0133,0.0824,0.81,101.992,2014
2325,314200,0,0.46,0.77,9,-3.678,0.076,4.06e-05,0.314,0.481,164.009,1996
2326,234293,42,0.722,0.559,10,-5.249,0.187,8.96e-06,0.125,0.255,110.065,2018
2327,245226,51,0.555,0.468,10,-11.131,0.0786,0.0,0.113,0.325,93.877,2016
2328,223866,23,0.447,0.765,9,-4.305,0.341,0.0,0.0779,0.129,115.509,2012
2329,203906,0,0.585,0.931,8,-3.784,0.0188,1.74e-06,0.296,0.522,144.985,2007
2330,272626,19,0.715,0.554,7,-8.234,0.0524,1.68e-05,0.0344,0.945,126.707,2004
2331,128800,0,0.297,0.58,2,-5.554,0.362,0.728,0.165,0.753,198.691,2001
2332,203200,0,0.702,0.922,0,-6.479,0.158,0.000113,0.047,0.469,139.959,1997
2333,312733,36,0.574,0.253,2,-12.619,0.758,9.98e-06,0.0668,0.329,122.069,1994
2334,267354,61,0.666,0.785,4,-5.37,0.0981,0.0198,0.434,0.549,122.973,2009
2335,271426,78,0.509,0.781,8,-3.48,0.0398,0.0,0.0749,0.176,128.0,2012
2336,198133,63,0.556,0.885,6,-4.045,0.00786,1.95e-06,0.138,0.771,125.997,2011
2337,134386,71,0.39,0.625,9,-7.813,0.36,0.0,0.0663,0.514,144.338,1964
2338,198995,70,0.647,0.726,3,-4.389,0.157,0.0,0.0844,0.767,114.996,2019
2339,175615,49,0.653,0.525,4,-7.446,0.57,0.0,0.141,0.633,156.996,2015
2340,211240,72,0.4,0.564,10,-7.444,0.693,0.0,0.0863,0.483,99.269,2016
2341,212760,0,0.492,0.848,9,-2.834,0.0634,0.0,0.204,0.368,129.843,2011
2342,196337,37,0.682,0.893,9,-3.563,0.109,0.0,0.0692,0.613,129.964,2012
2343,160000,0,0.781,0.667,9,-7.686,0.427,0.0,0.0903,0.966,123.105,1964
2344,258386,70,0.736,0.677,4,-7.036,0.00114,0.844,0.0949,0.0747,121.01,2014
2345,212760,52,0.698,0.676,11,-11.717,0.0101,2.57e-05,0.112,0.961,116.486,1977
2346,214200,74,0.774,0.641,1,-10.193,0.0765,0.0,0.0867,0.875,113.256,1978
2347,173466,0,0.452,0.303,9,-9.944,0.865,0.0,0.252,0.546,100.858,2011
2348,231866,0,0.662,0.74,7,-6.558,0.00248,0.000986,0.0625,0.649,104.007,2012
2349,255666,73,0.541,0.44,10,-12.206,0.191,0.0,0.114,0.232,140.273,1989
2350,182854,40,0.577,0.644,2,-8.056,0.101,1.18e-05,0.695,0.313,134.084,2018
2351,216573,56,0.579,0.203,9,-15.216,0.292,0.0,0.0866,0.602,138.798,1988
2352,264187,0,0.553,0.962,10,-8.253,0.00121,0.195,0.0979,0.345,140.081,1995
2353,271000,71,0.532,0.728,9,-9.079,0.106,0.0108,0.0849,0.69,134.303,1981
2354,109960,59,0.566,0.711,0,-6.536,0.611,6.59e-06,0.417,0.961,159.629,1958
2355,232360,59,0.625,0.858,9,-3.483,0.092,1.36e-06,0.266,0.418,116.98,2009
2356,208845,67,0.723,0.87,8,-3.013,0.035,0.0,0.656,0.678,129.952,2013
2357,169632,62,0.668,0.563,11,-6.433,0.0493,0.0,0.119,0.305,103.116,2021
2358,207413,32,0.583,0.882,4,-3.98,0.00548,0.0,0.128,0.463,139.991,2014
2359,217533,29,0.744,0.952,0,-2.902,0.223,3.4e-06,0.126,0.945,103.232,2001
2360,251240,83,0.788,0.844,2,-3.131,0.25,0.000678,0.0723,0.382,113.324,2007
2361,217493,59,0.758,0.562,9,-6.302,0.0996,0.0,0.0996,0.581,142.035,2020
2362,236880,25,0.556,0.837,5,-5.646,0.714,0.0,0.0719,0.41,80.081,1997
2363,245456,17,0.647,0.625,5,-9.613,0.0893,2.67e-05,0.232,0.704,88.02,2011
2364,229693,31,0.896,0.469,8,-6.973,0.303,0.0,0.0504,0.89,90.014,2017
2365,217968,43,0.31,0.315,0,-7.207,0.912,0.000197,0.0719,0.131,127.851,2014
2366,231466,0,0.745,0.756,4,-4.749,0.021,0.0,0.356,0.495,109.999,2012
2367,211773,0,0.777,0.896,4,-4.467,0.0352,0.0,0.317,0.843,111.987,2015
2368,222680,35,0.424,0.885,8,-6.155,0.000795,0.804,0.0917,0.249,132.757,1978
2369,245706,32,0.608,0.968,4,-4.01,0.0517,0.000293,0.0389,0.37,142.913,2012
2370,183290,85,0.793,0.793,11,-4.521,0.0123,0.0,0.0951,0.679,123.95,2020
2371,167413,70,0.404,0.266,10,-16.688,0.716,0.133,0.107,0.491,88.916,1969
2372,196664,60,0.452,0.794,0,-5.151,0.0111,0.00182,0.416,0.282,137.825,2013
2373,212424,0,0.459,0.587,9,-6.983,0.453,0.0,0.307,0.581,113.901,2015
2374,165920,16,0.45,0.522,5,-7.892,0.817,3.93e-05,0.254,0.507,126.007,1970
2375,267360,59,0.43,0.955,9,-4.767,0.000807,0.0,0.044,0.366,172.975,2009
2376,276786,55,0.819,0.485,6,-6.45,0.0176,0.0,0.658,0.386,96.998,2006
2377,163626,60,0.603,0.952,6,-3.699,0.00189,0.000445,0.317,0.588,133.97,2013
2378,244080,16,0.483,0.975,9,-1.333,0.333,0.0,0.878,0.266,95.439,2009
2379,233506,69,0.626,0.565,9,-10.027,0.124,0.0,0.0811,0.924,116.61,1972
2380,238600,76,0.805,0.602,0,-9.7,0.119,0.000122,0.0581,0.744,94.382,1982
2381,211973,67,0.401,0.285,11,-11.005,0.657,1.13e-05,0.158,0.267,130.465,1989
2382,273093,44,0.663,0.548,1,-9.785,0.0124,0.0,0.134,0.542,114.529,2011
2383,245800,63,0.548,0.632,2,-5.569,0.0126,4.95e-06,0.0769,0.535,113.682,2013
2384,308000,51,0.649,0.443,9,-15.71,0.194,5.82e-05,0.0514,0.798,117.67,1996
2385,188746,44,0.419,0.922,7,-4.583,0.00136,0.0,0.11,0.546,146.347,2000
2386,201083,52,0.571,0.404,0,-8.592,0.594,9.12e-06,0.104,0.305,119.793,2020
2387,231826,84,0.753,0.678,5,-5.421,0.085,1.64e-06,0.13,0.583,96.006,2014
2388,161322,74,0.779,0.666,5,-7.361,0.194,0.000556,0.0576,0.507,123.024,2016
2389,137760,1,0.551,0.821,2,-4.489,0.0102,0.0438,0.153,0.842,174.923,2008
2390,204626,58,0.788,0.863,11,-3.022,0.00522,3.44e-06,0.0371,0.805,103.98,2008
2391,211813,0,0.539,0.917,1,-5.11,0.0202,2.61e-06,0.298,0.833,106.675,2010
2392,170800,0,0.578,0.446,9,-9.549,0.771,0.0,0.231,0.671,118.365,1962
2393,351506,68,0.696,0.78,5,-12.159,0.0427,0.149,0.298,0.954,98.699,1986
2394,232600,0,0.687,0.409,9,-7.751,0.71,0.0,0.126,0.16,111.861,2016
2395,288666,73,0.795,0.71,9,-4.746,0.443,0.0215,0.344,0.845,109.689,1978
2396,229520,48,0.624,0.509,2,-8.039,0.0565,4.07e-06,0.15,0.623,179.811,2012
2397,291880,67,0.618,0.688,5,-5.867,0.409,6.32e-06,0.3,0.561,78.311,1997
2398,219933,71,0.825,0.483,8,-5.746,0.538,1.48e-05,0.204,0.892,139.98,2020
2399,216866,49,0.533,0.771,4,-6.512,0.0883,0.0,0.0428,0.853,103.262,1980
2400,161213,0,0.739,0.896,1,-2.396,0.0853,0.0,0.183,0.8,128.046,2011
2401,258411,79,0.659,0.678,0,-8.18,0.157,6.69e-06,0.0784,0.647,106.186,1972
2402,401008,52,0.418,0.596,2,-8.814,0.553,0.0,0.225,0.283,171.025,1995
2403,142066,16,0.453,0.77,5,-5.484,0.542,1.52e-06,0.0778,0.691,111.209,1965
2404,230093,76,0.575,0.786,9,-4.353,0.252,0.0,0.159,0.518,96.102,2000
2405,207853,16,0.602,0.582,1,-7.028,0.00689,0.00214,0.0509,0.587,71.355,2005
2406,249253,39,0.38,0.726,10,-3.424,0.0805,0.0,0.0965,0.305,95.68,2005
2407,214653,77,0.933,0.528,5,-6.472,0.112,0.329,0.163,0.756,109.975,1980
2408,223786,66,0.677,0.916,2,-4.102,0.0086,7.68e-05,0.0967,0.878,104.78,2009
2409,206880,0,0.746,0.754,1,-6.681,0.0152,0.0,0.0486,0.764,149.882,2015
2410,199586,25,0.471,0.822,7,-3.743,0.0805,1.67e-05,0.341,0.536,182.88,2007
2411,292360,34,0.827,0.553,5,-10.84,0.128,0.0,0.0736,0.918,110.605,2006
2412,277480,50,0.779,0.742,5,-8.534,0.0463,5.56e-05,0.157,0.286,100.2,1982
2413,201973,49,0.644,0.751,10,-4.224,0.0027,0.000134,0.119,0.621,133.925,2005
2414,264546,37,0.458,0.765,11,-5.002,0.0551,0.0,0.0593,0.33,159.948,2008
2415,209266,59,0.609,0.874,9,-4.784,0.623,0.0,0.132,0.523,97.922,2009
2416,258093,7,0.671,0.717,2,-5.213,0.000771,0.000741,0.196,0.801,109.962,2008
2417,206920,35,0.594,0.8,6,-3.105,0.0657,0.0,0.114,0.484,133.159,2011
2418,247133,64,0.859,0.782,10,-8.344,0.154,0.0297,0.0693,0.931,119.518,2003
2419,192200,21,0.668,0.718,1,-4.736,0.0165,0.0,0.104,0.345,91.993,2011
2420,197554,19,0.769,0.519,10,-11.04,0.435,0.0,0.139,0.848,89.913,2015
2421,214080,49,0.714,0.706,1,-9.144,0.0946,0.0,0.7,0.812,124.036,2018
2422,241222,0,0.351,0.452,11,-7.646,0.366,1.73e-05,0.113,0.466,81.565,2018
2423,166426,0,0.771,0.916,4,-3.658,0.112,0.0,0.125,0.927,121.115,2017
2424,205800,28,0.577,0.925,5,-4.868,0.0336,0.929,0.538,0.831,110.02,2020
2425,188200,64,0.742,0.784,1,-5.458,0.0308,0.0,0.354,0.65,101.002,2011
2426,219724,98,0.511,0.532,5,-5.745,0.169,0.0,0.311,0.322,137.827,2023
2427,217226,45,0.714,0.871,1,-5.197,0.00724,1.97e-06,0.339,0.745,130.028,2014
2428,154360,0,0.451,0.654,9,-10.239,0.0245,1.5e-05,0.207,0.869,119.878,1963
2429,161666,17,0.493,0.542,11,-7.345,0.0783,0.00123,0.143,0.447,119.825,1966
2430,218320,14,0.577,0.522,5,-6.594,0.13,9.03e-05,0.142,0.119,159.772,2017
2431,206080,28,0.648,0.827,10,-7.453,0.408,4.04e-06,0.114,0.54,134.016,2009
2432,197760,0,0.4,0.349,5,-7.619,0.905,5.25e-06,0.0833,0.27,130.006,2008
2433,156826,55,0.596,0.523,2,-6.801,0.238,0.0,0.0771,0.435,100.974,1968
2434,267866,47,0.751,0.552,9,-13.447,0.036,3.17e-06,0.0761,0.695,135.533,1982
2435,205653,29,0.617,0.879,7,-4.346,0.177,0.0,0.844,0.789,120.783,2006
2436,212752,0,0.464,0.983,6,-9.968,0.00323,0.276,0.81,0.286,122.647,1992
2437,185773,82,0.628,0.639,8,-5.46,0.00162,0.0,0.354,0.493,108.045,2020
2438,354320,84,0.414,0.404,0,-9.928,0.271,0.0,0.3,0.224,71.105,1975
2439,199693,0,0.755,0.832,2,-2.741,0.0746,1.27e-06,0.291,0.735,120.032,2010
2440,202236,69,0.61,0.817,4,-9.45,0.296,0.00336,0.0884,0.89,176.735,1985
2441,201386,51,0.708,0.611,9,-9.889,0.0992,2.51e-05,0.0889,0.799,126.093,1984
2442,227880,61,0.266,0.95,9,-5.646,0.00212,0.000991,0.0922,0.158,127.986,2009
2443,230893,57,0.671,0.901,7,-8.536,0.0223,0.293,0.27,0.845,98.319,2017
2444,227973,0,0.594,0.841,1,-5.792,0.000238,2.22e-06,0.156,0.643,129.925,2012
2445,199640,50,0.571,0.87,8,-3.877,0.0198,6.57e-06,0.0564,0.811,172.716,2005
2446,325800,60,0.781,0.478,6,-15.427,0.0849,3.93e-06,0.0877,0.962,95.992,1990
2447,210746,30,0.548,0.923,9,-4.066,0.000435,0.00393,0.303,0.492,106.019,2005
2448,308373,70,0.791,0.535,9,-13.261,0.0749,1.96e-06,0.156,0.963,127.488,1982
2449,336093,68,0.334,0.472,0,-8.791,0.6,3.62e-06,0.317,0.431,179.173,2001
2450,218240,0,0.674,0.634,0,-10.307,0.0642,0.0127,0.35,0.513,115.613,2016
2451,215866,8,0.418,0.902,0,-3.703,0.034,1.09e-05,0.212,0.693,143.391,2017
2452,191013,0,0.343,0.522,5,-10.082,0.385,0.0,0.132,0.693,119.911,1960
2453,387133,0,0.539,0.597,7,-9.581,0.0108,0.00552,0.134,0.251,139.444,1991
2454,223800,69,0.693,0.822,4,-5.441,0.00616,1.79e-06,0.315,0.763,126.035,2012
2455,226295,0,0.757,0.543,11,-6.602,0.0383,0.000194,0.313,0.194,140.027,2013
2456,234146,52,0.486,0.726,7,-4.441,0.091,0.0,0.122,0.474,73.102,2016
2457,223866,75,0.758,0.378,8,-15.308,0.284,0.0,0.049,0.985,120.736,1978
2458,201080,60,0.379,0.29,4,-8.485,0.952,0.00106,0.118,0.169,166.467,2011
2459,208853,63,0.72,0.538,3,-5.85,0.301,3.03e-06,0.144,0.815,147.007,2010
2460,167916,74,0.613,0.624,11,-6.66,0.496,0.0,0.283,0.803,62.948,2020
2461,227666,0,0.412,0.539,9,-7.794,0.396,0.000631,0.1,0.33,96.812,1996
2462,201733,73,0.502,0.719,1,-6.649,0.46,0.0,0.114,0.438,101.609,2014
2463,212906,0,0.88,0.633,7,-6.331,0.219,3.87e-05,0.0609,0.97,110.864,1999
2464,188174,0,0.728,0.426,0,-6.69,0.0142,0.0,0.0546,0.844,85.908,2017
2465,297080,0,0.39,0.597,7,-7.202,0.265,6.25e-05,0.433,0.462,88.042,1968
2466,195105,0,0.72,0.925,4,-4.165,0.0276,0.000238,0.14,0.781,127.004,2016
2467,231786,73,0.694,0.881,1,-4.053,0.0153,0.0196,0.0851,0.924,121.554,1990
2468,215724,55,0.643,0.703,0,-5.573,0.0218,0.0,0.0964,0.246,95.041,2018
2469,223078,1,0.688,0.532,6,-8.361,0.0356,3.08e-06,0.172,0.565,164.068,2015
2470,307879,86,0.577,0.749,5,-7.215,0.599,0.0115,0.183,0.255,130.97,2002
2471,228630,51,0.67,0.884,7,-4.761,0.281,0.0,0.077,0.94,119.834,2019
2472,220471,1,0.555,0.704,4,-7.844,0.00192,0.502,0.128,0.287,120.055,2021
2473,185043,0,0.746,0.916,6,-7.982,0.00435,0.8,0.0456,0.734,132.602,1985
2474,263320,33,0.546,0.469,10,-8.26,0.813,8.33e-05,0.134,0.185,139.334,1995
2475,204986,40,0.584,0.734,8,-5.033,0.0129,0.0,0.147,0.481,127.044,2014
2476,209106,0,0.479,0.628,7,-7.68,0.158,0.000284,0.71,0.607,133.527,2008
2477,235173,0,0.669,0.91,6,-4.99,0.0284,0.00439,0.109,0.564,124.465,2007
2478,202496,62,0.494,0.951,9,-4.237,0.000569,0.0,0.327,0.441,160.025,2014
2479,240133,86,0.567,0.267,4,-6.502,0.839,1.46e-06,0.089,0.0592,110.011,2019
2480,296266,16,0.585,0.576,10,-7.925,0.0082,0.00209,0.0862,0.282,129.148,2007
2481,227160,30,0.558,0.189,7,-12.408,0.95,2.62e-05,0.109,0.15,123.635,2016
2482,215226,0,0.776,0.938,0,-9.204,0.104,0.00784,0.302,0.874,148.54,1987
2483,224133,72,0.37,0.96,3,-4.162,0.000241,0.0116,0.0563,0.717,89.428,1994
2484,210133,74,0.623,0.94,0,-5.731,0.202,0.00184,0.0472,0.837,131.037,1986
2485,224773,69,0.743,0.807,1,-3.78,0.0435,0.0,0.309,0.899,144.062,2013
2486,212786,44,0.707,0.706,8,-5.984,0.149,6.01e-05,0.113,0.469,97.997,2017
2487,223040,0,0.635,0.561,1,-7.307,0.142,0.000143,0.223,0.334,113.971,2005
2488,239226,75,0.831,0.921,5,-2.383,0.153,0.00224,0.305,0.795,108.002,1991
2489,230826,53,0.395,0.941,4,-4.609,2.13e-05,0.000238,0.268,0.681,174.209,2009
2490,205880,54,0.392,0.681,0,-8.723,0.408,2.31e-05,0.375,0.711,171.162,1972
2491,200185,91,0.351,0.296,4,-10.109,0.934,0.0,0.095,0.12,115.284,2018
2492,288053,65,0.545,0.467,8,-10.862,0.491,0.175,0.0805,0.444,113.713,1974
2493,217426,52,0.861,0.272,7,-20.26,0.00187,0.0473,0.188,0.659,95.879,1990
2494,106066,0,0.551,0.686,4,-11.969,0.346,0.0,0.33,0.982,70.959,1992
2495,326320,77,0.5,0.554,9,-8.108,0.734,3.72e-06,0.312,0.372,84.229,1979
2496,252773,79,0.668,0.73,10,-7.182,0.225,0.0,0.188,0.894,92.049,1983
2497,187706,0,0.684,0.861,11,-6.397,0.000162,0.00725,0.0417,0.605,122.871,2006
2498,240826,59,0.606,0.777,2,-11.034,0.089,0.0,0.321,0.859,123.077,1984
2499,184133,44,0.684,0.532,6,-11.322,0.0441,1.86e-05,0.263,0.85,108.472,1989
2500,202706,0,0.829,0.86,10,-6.381,0.085,0.0,0.0412,0.669,107.91,2000
2501,194213,41,0.761,0.775,0,-6.834,0.367,0.0,0.0937,0.946,115.524,2007
2502,275356,9,0.542,0.813,5,-3.764,0.00563,2.26e-06,0.113,0.268,120.734,2010
2503,215160,54,0.654,0.872,1,-3.824,0.0411,0.0,0.0808,0.612,130.023,2009
2504,200838,61,0.501,0.674,5,-6.363,0.00346,3.56e-05,0.282,0.152,155.051,2020
2505,213960,0,0.595,0.875,4,-4.235,0.0832,0.0474,0.299,0.307,89.961,2004
2506,257160,57,0.746,0.703,0,-7.853,0.0014,0.00414,0.066,0.733,111.569,1979
2507,268800,15,0.765,0.674,7,-4.165,0.0279,0.0136,0.0951,0.354,104.008,2008
2508,157386,26,0.557,0.271,10,-19.707,0.788,0.364,0.0847,0.709,134.565,2009
2509,388466,6,0.544,0.163,2,-20.184,0.796,0.0,0.973,0.447,116.515,2007
2510,287506,54,0.519,0.589,7,-6.005,0.0885,0.0,0.153,0.341,161.992,1996
2511,166360,33,0.785,0.34,2,-15.593,0.752,0.0,0.107,0.652,129.007,1998
2512,155186,12,0.567,0.595,0,-7.827,0.168,3.84e-05,0.152,0.849,128.273,2019
2513,195040,42,0.276,0.528,2,-9.862,0.452,0.233,0.133,0.26,86.301,1968
2514,211533,28,0.69,0.889,4,-5.074,0.00875,1.03e-05,0.0904,0.538,125.958,2013
2515,230733,78,0.652,0.812,3,-3.797,0.00125,3.01e-05,0.667,0.72,126.023,2010
2516,299426,62,0.665,0.899,6,-7.75,0.303,2.21e-06,0.445,0.873,165.16,1990
2517,203474,0,0.535,0.631,11,-6.396,0.0502,0.0,0.106,0.506,101.678,2016
2518,175933,39,0.591,0.551,2,-13.72,0.187,0.000652,0.0749,0.877,100.326,1975
2519,194351,4,0.78,0.745,11,-7.488,0.0545,2.97e-05,0.351,0.907,105.993,2008
2520,142785,21,0.444,0.552,9,-16.059,0.676,0.957,0.165,0.805,152.575,2014
